# DIAMOND LIGHT SOURCE
# Instrument: I20-XAS Date: Mon, 19 Jul 2010 13:54:16 BST
# Ring energy: 56.66749 GeV
# Initial ring current: 72.23874 mA
# Filling mode: 50.05388
# Wiggler gap selected: 0.00000 mm
#  
# Primary slits:  vertical gap= 0.00000 mm; horizontal gap= 0.00000 mm; vertical offset= 0.00000 mm; horizontal offset= 0.00000 mm
# Secondary slits:  vertical gap= 0.00000 mm; horizontal gap= 0.00000 mm; vertical offset= 0.00000 mm; horizontal offset= 0.00000 mm
# Experimental slits:  vertical gap= 0.00000 mm; horizontal gap= 0.00000 mm; vertical offset= 0.00000 mm; horizontal offset= 0.00000 mm
#  
# Optic Hutch Mirrors Coating: 77.14589850662986
# Monochromator crystal cut: 84.35454401226806
# Incident angle for Harmonic Rejection Mirrors:     90.46 mrad
# Harmonic rejection mirrors coating: 57.76820936133954
#
# Ascii output file name: 'FeKedge_1_15.dat'
# Nexus output file: '/scratch/users/data/2010/cm1903-4/Experiment_1/nexus/FeKedge_1_15.nxs'
# The XML files, ScanParameters, SampleParameters, DetectorParameters, OutputParameters
# are stored in the nexus file.
#
# Sample name: Please set a sample name...
# Please add a description...
#
# Detector: Ge (XSPRESS)
#
# Dark current intensity (Hz): I0    150   It    230   Iref    135
# Dark current has been automatically removed from counts in main scan (I0,It,Iref)
#
# Energy          	I0              	It              	Iref            	ln(I0/It)       	ln(It/Iref)     	FF              	FF/I0           	Integration Time	Element 0       	Element 1       	Element 2       	Element 3       	Element 4       	Element 5       	Element 6       	Element 7       	Element 8       	Element 9       	Element 10      	Element 11      	Element 12      	Element 13      	Element 14      	Element 15      	Element 16      	Element 17      	Element 18      	Element 19      	Element 20      	Element 21      	Element 22      	Element 23      	Element 24      	Element 25      	Element 26      	Element 27      	Element 28      	Element 29      	Element 30      	Element 31      	Element 32      	Element 33      	Element 34      	Element 35      	Element 36      	Element 37      	Element 38      	Element 39      	Element 40      	Element 41      	Element 42      	Element 43      	Element 44      	Element 45      	Element 46      	Element 47      	Element 48      	Element 49      	Element 50      	Element 51      	Element 52      	Element 53      	Element 54      	Element 55      	Element 56      	Element 57      	Element 58      	Element 59      	Element 60      	Element 61      	Element 62      	Element 63      	
6912.0000       	134878.0        	2040284.0       	295077.5        	-2.716          	1.934           	10270610.99     	10555624.6977   	0.5000          	-12522.13       	-39259.72       	240563.80       	-18371.26       	-23133.33       	-26645.71       	-8850.84        	-32861.71       	564452.59       	478611.82       	226456.06       	168938.08       	102221.88       	-1823.24        	-4091.32        	-47298.75       	726493.32       	-52899.04       	-32855.20       	593012.73       	199522.96       	202352.74       	185485.28       	38464.16        	-65122.61       	-10684.71       	-1507.41        	423263.14       	-4528.40        	350455.46       	-21235.13       	-75253.78       	-4209.37        	165226.15       	35165.22        	-78922.48       	-10288.62       	-77462.30       	-6722.40        	354852.04       	418246.19       	-30032.34       	-75643.93       	-3506.16        	92636.17        	-41200.23       	301540.78       	460221.12       	989244.43       	102729.58       	23667.98        	327453.07       	-42080.14       	102140.45       	-22449.90       	407986.95       	601299.66       	573668.62       	157472.43       	551740.78       	258796.50       	117267.94       	87473.48        	512949.58       	
6917.0000       	111091.0        	1680648.0       	295086.5        	-2.717          	1.740           	8069498.24      	9446808.2869    	0.5000          	421871.76       	-17924.10       	-23503.70       	-18711.85       	-21437.16       	97863.36        	-7528.52        	90575.20        	562247.53       	9261.75         	-10753.65       	-6481.09        	511078.54       	-2886.82        	188671.06       	-76532.81       	144969.57       	591234.90       	-77537.48       	-13101.69       	78814.69        	529177.36       	573390.24       	992058.81       	169218.60       	-24463.02       	-76107.58       	144951.34       	492050.24       	-6852.50        	-61568.14       	-19371.64       	268265.42       	-43395.58       	-50644.15       	442379.96       	-25656.06       	-20971.66       	124481.27       	30026.80        	-9798.52        	-44064.34       	62571.57        	629673.44       	440609.56       	274190.73       	-19712.58       	247120.50       	-10970.01       	-18210.44       	-6132.86        	-52240.73       	-19340.80       	169917.83       	-87544.39       	-14745.72       	369390.43       	-2243.35        	78356.91        	-618.21         	-73468.71       	113662.67       	-32029.68       	217965.70       	
6922.0000       	108474.0        	1641726.0       	295080.5        	-2.717          	1.716           	9099845.78      	10278670.8288   	0.5000          	388648.16       	672346.44       	523813.82       	179272.73       	143237.35       	-23828.01       	-26426.86       	-9288.31        	130818.56       	10848.06        	80126.47        	199052.08       	-54048.36       	562720.47       	428897.71       	157519.51       	-49771.42       	-38585.22       	198793.59       	-41702.60       	-55170.40       	328924.55       	-38532.78       	638121.31       	82337.46        	-19266.79       	374849.82       	36781.83        	40839.37        	459302.23       	13776.24        	-60335.77       	-52474.61       	-3892.66        	308830.00       	170752.88       	-12940.66       	533910.29       	-32203.15       	105197.46       	-4579.55        	767756.14       	470172.54       	192161.92       	54539.36        	270370.56       	-25394.73       	-13256.13       	-28438.05       	264131.67       	-5296.58        	154772.18       	-24307.41       	-12717.96       	-3569.43        	164294.45       	216975.65       	389819.72       	-43662.48       	-61559.76       	-5179.87        	94455.12        	68302.55        	-31194.92       	
6927.0000       	108183.0        	1637764.0       	295081.5        	-2.717          	1.714           	6913071.88      	10655300.4342   	0.5000          	252997.35       	146202.54       	-20143.06       	166291.42       	478239.89       	-15245.91       	241066.30       	892037.59       	30055.41        	26569.29        	-18963.93       	-52547.75       	-7778.36        	665512.66       	321108.96       	-7330.62        	-4992.67        	-72195.55       	-33564.24       	36970.05        	-19453.16       	145710.39       	7210.57         	271347.83       	134907.53       	559452.65       	-22718.89       	44485.74        	311239.99       	648890.80       	-43491.14       	365036.73       	103054.76       	85826.55        	-10587.68       	171858.66       	219394.94       	113446.85       	76539.88        	212918.00       	-30767.21       	100902.77       	-57468.26       	-29552.13       	114026.72       	356607.93       	16867.18        	-21828.87       	-28344.87       	-39659.98       	-78626.70       	-7579.99        	-18246.21       	94921.76        	36276.76        	-11083.56       	-12283.48       	81419.01        	-60623.67       	116170.67       	-27800.29       	21024.00        	-39.34          	-600.72         	
6932.0000       	106587.0        	1613746.0       	295083.5        	-2.717          	1.699           	10105332.26     	9346514.1243    	0.5000          	70999.97        	671639.66       	100746.97       	-50466.13       	180646.73       	371747.26       	27040.41        	-38820.46       	210770.91       	109409.64       	426746.80       	-25636.44       	709006.61       	-43193.62       	158345.44       	236952.14       	-26740.35       	-13963.00       	351078.03       	214539.53       	217651.74       	480419.04       	-1349.22        	162630.78       	9663.93         	247932.24       	-53587.21       	-22906.08       	-478.60         	536088.63       	-488.26         	372896.99       	15890.97        	114261.48       	3446.13         	-15841.29       	411066.81       	-74108.10       	-19437.23       	732304.44       	-8511.52        	-20428.18       	112549.69       	64122.86        	23501.66        	-8777.49        	426582.51       	356181.24       	-16.91          	-20362.83       	-60131.00       	548368.66       	-14238.60       	380402.00       	-3020.60        	-2341.35        	88064.37        	924556.90       	-56480.55       	294788.70       	-35404.98       	158376.77       	43115.64        	157527.98       	
6937.0000       	106152.0        	1607337.0       	295082.5        	-2.717          	1.695           	8644596.35      	11535564.1962   	0.5000          	409084.13       	-37529.00       	-40711.05       	-48557.45       	347564.65       	36744.99        	-28331.66       	314543.09       	456018.64       	58293.40        	-9066.28        	250379.35       	103705.11       	36635.87        	-5444.21        	-12038.67       	-20765.33       	76404.26        	110561.11       	552810.68       	-1581.35        	694437.03       	-19558.84       	-15461.75       	-48491.55       	331070.36       	248536.13       	-7280.19        	320799.37       	384466.74       	-6151.31        	466912.14       	32905.95        	128408.89       	-41793.12       	38597.95        	-6481.23        	-41866.68       	37308.93        	-6537.19        	75963.36        	564064.18       	-4611.74        	297294.46       	-527.83         	94596.23        	36626.87        	58250.01        	410225.81       	55080.04        	605608.36       	-31218.70       	143291.32       	133942.27       	13154.27        	25730.32        	616012.09       	-10346.04       	348759.39       	-5764.82        	-8464.29        	118141.32       	77825.09        	-7577.51        	
6942.0000       	105974.0        	1605171.0       	295080.5        	-2.718          	1.694           	10141509.21     	12020321.4808   	0.5000          	199959.82       	286861.00       	312862.85       	31278.51        	-40559.75       	313227.22       	37482.35        	-3655.49        	307192.67       	262899.98       	-8722.87        	296252.21       	-27322.76       	-36198.91       	37929.87        	803697.64       	399107.12       	-6076.62        	238150.82       	-6174.15        	-34531.25       	184209.65       	830858.43       	35998.57        	-11152.48       	-9548.31        	95604.17        	-376.60         	501162.56       	-10004.58       	346207.48       	53969.38        	-12924.07       	-9420.14        	28378.80        	61696.41        	-14498.39       	45067.64        	-21891.86       	342214.30       	880077.13       	-3566.34        	-55157.38       	-941.81         	-18136.31       	93262.37        	154628.20       	365403.91       	-19504.86       	-40855.43       	-23869.14       	-1051.85        	258291.06       	335352.29       	-22977.83       	-38442.55       	-77224.52       	-8107.91        	835282.23       	434884.59       	-67197.63       	467603.98       	489376.25       	405169.53       	
6947.0000       	105348.0        	1596059.0       	295082.5        	-2.718          	1.688           	9593717.74      	10595850.7087   	0.5000          	-5709.03        	80455.25        	-35897.57       	181280.84       	-9830.85        	264864.99       	911617.41       	352557.67       	362857.28       	228854.15       	648051.49       	-17999.20       	507667.42       	439085.31       	14667.27        	56897.20        	-48338.75       	255248.00       	-30069.97       	120683.28       	457801.69       	90133.71        	-14454.77       	92325.03        	119774.81       	-30773.01       	247073.00       	-34729.74       	-35753.85       	156692.31       	-1148.25        	151196.84       	183573.80       	141195.17       	30958.09        	-12729.91       	-27000.60       	-12611.58       	318240.87       	-13176.59       	223333.14       	54201.29        	-19163.15       	477182.28       	-17552.19       	-56414.50       	-3610.81        	134282.40       	792399.90       	-31632.74       	-30562.27       	172594.93       	243263.73       	-86391.88       	309753.07       	-23847.05       	586787.92       	-23593.82       	-251.90         	444844.82       	-9730.06        	424886.54       	-34122.58       	-16468.55       	
6952.0000       	104622.0        	1584857.0       	295081.5        	-2.718          	1.681           	10155680.77     	9332699.2999    	0.5000          	117026.00       	136444.39       	81653.97        	174200.04       	-5694.92        	-17035.11       	182158.68       	633439.28       	288205.73       	1022613.71      	-47776.56       	566827.51       	348265.70       	-9629.96        	-49483.50       	107527.29       	-3692.99        	7125.08         	295010.10       	-49100.29       	-15469.99       	-9504.70        	52491.15        	375583.80       	220860.60       	156486.78       	601134.08       	-22940.64       	179275.72       	217107.64       	174230.63       	73457.00        	-19699.70       	-81675.45       	913237.75       	-217.80         	85697.67        	-8198.93        	29354.73        	-2907.93        	162236.82       	99101.90        	-64532.01       	151686.18       	89943.13        	-1046.13        	80934.67        	389224.38       	95419.85        	503309.12       	-8119.92        	144071.19       	735296.25       	35364.82        	49548.81        	-43474.54       	21605.45        	239524.00       	-9886.35        	357959.14       	-30296.05       	320394.45       	167649.49       	-26620.37       	
6957.0000       	105338.0        	1596074.0       	295081.5        	-2.718          	1.688           	13010773.80     	9881606.2732    	0.5000          	208725.70       	79136.00        	325422.39       	-36390.68       	203393.16       	74516.42        	15566.29        	864651.38       	251197.73       	-6421.80        	-11271.98       	312019.20       	-36448.50       	-40166.07       	-22049.13       	-39096.00       	-138.00         	264966.14       	672851.14       	-3034.35        	144356.41       	-11665.93       	-37150.81       	542432.28       	485084.35       	581899.25       	674332.96       	-6885.62        	293117.02       	349101.89       	-36118.31       	155013.07       	-17285.18       	91609.74        	-1650.20        	-3449.16        	112584.77       	411845.25       	916602.58       	126698.98       	581809.46       	45915.35        	27921.75        	-4603.89        	-35337.88       	-2634.97        	20781.19        	587831.28       	-69559.23       	283061.59       	208305.04       	-3711.52        	-4196.17        	222183.80       	48662.44        	439814.44       	202357.02       	680384.38       	325190.14       	140350.93       	228728.30       	363260.74       	332564.47       	543792.77       	
